Inhibitor	ID	DMOG_0h	DMOG_4h	DMOG_8h	DMOG_12h	DMOG_16h	DMOG_20h	DMOG_24h	DMOG_28h	DMOG_32h	DMOG_36h	DMOG_40h	DMOG_44h	DMOG_48h	DMOG_Log0h	DMOG_Log4h	DMOG_Log8h	DMOG_Log12h	DMOG_Log16h	DMOG_Log20h	DMOG_Log24h	DMOG_Log28h	DMOG_Log32h	DMOG_Log36h	DMOG_Log40h	DMOG_Log44h	DMOG_Log48h	DMOG_AUC4h	DMOG_AUC8h	DMOG_AUC12h	DMOG_AUC16h	DMOG_AUC20h	DMOG_AUC24h	DMOG_AUC28h	DMOG_AUC32h	DMOG_AUC36h	DMOG_AUC40h	DMOG_AUC44h	DMOG_AUC48h	DMOG_TotalAUC	siDMOG_0h	siDMOG_4h	siDMOG_8h	siDMOG_12h	siDMOG_16h	siDMOG_20h	siDMOG_24h	siDMOG_28h	siDMOG_32h	siDMOG_36h	siDMOG_40h	siDMOG_44h	siDMOG_48h	siDMOG_Log0h	siDMOG_Log4h	siDMOG_Log8h	siDMOG_Log12h	siDMOG_Log16h	siDMOG_Log20h	siDMOG_Log24h	siDMOG_Log28h	siDMOG_Log32h	siDMOG_Log36h	siDMOG_Log40h	siDMOG_Log44h	siDMOG_Log48h	siDMOG_AUC4h	siDMOG_AUC8h	siDMOG_AUC12h	siDMOG_AUC16h	siDMOG_AUC20h	siDMOG_AUC24h	siDMOG_AUC28h	siDMOG_AUC32h	siDMOG_AUC36h	siDMOG_AUC40h	siDMOG_AUC44h	siDMOG_AUC48h	siDMOG_TotalAUC
DCA	TG04	0.899012365	0.904295824	0.833151345	0.859083012	0.893212959	0.893376243	0.886455898	0.853175211	0.866563994	0.868950526	1.016504044	1.0557884	0.914784957	-0.046234335	-0.043689475	-0.0792761	-0.065964869	-0.049044985	-0.048965601	-0.052342866	-0.068961771	-0.06219936	-0.06100495	0.007109111	0.023576886	-0.038680986	-0.179847619	-0.24593115	-0.290481938	-0.230019707	-0.196021171	-0.202616933	-0.242609275	-0.262322263	-0.246408619	-0.107791678	0.061371994	-0.030208199	-2.172886559	0.917688405	0.944532436	1.023415304	1.070874537	1.148300974	1.151122673	1.168137242	1.178603378	1.224792443	1.232940331	1.2031368	1.18385209	1.154987137	-0.037304756	-0.024783123	0.010051907	0.029738592	0.060055733	0.061121608	0.06749387	0.071367681	0.088062498	0.090942059	0.080315011	0.073297445	0.062577148	-0.124175758	-0.029462433	0.079580998	0.179588651	0.242354682	0.257230956	0.277723103	0.318860359	0.358009114	0.34251414	0.307224912	0.271749186	2.481197911
ZSTK474	TG05	0.948318612	0.945340214	0.92738169	0.925492956	0.944519686	1.03579111	0.917070424	0.861482045	0.849964065	0.828408364	0.806116571	0.831759892	0.765868051	-0.023045726	-0.024411867	-0.032741483	-0.033626882	-0.024788986	0.015272179	-0.037597313	-0.06475377	-0.070599435	-0.081755525	-0.093602151	-0.080002025	-0.115846047	-0.094915186	-0.1143067	-0.132736731	-0.116831737	-0.019033613	-0.044650267	-0.204702164	-0.27070641	-0.30470992	-0.350715352	-0.347208353	-0.391696145	-2.392212578	0.872315168	0.918369751	0.943017649	0.949954431	0.960097782	0.976477231	1.022684857	1.033838411	1.058290122	1.07187661	1.075036714	1.086659189	1.10746569	-0.059326576	-0.036982429	-0.025480179	-0.022297227	-0.017684534	-0.010337879	0.009741825	0.014452664	0.024604742	0.030144794	0.031423296	0.036093357	0.04433028	-0.19261801	-0.124925217	-0.095554813	-0.079963522	-0.056044825	-0.001192107	0.048388978	0.078114813	0.109499073	0.123136181	0.135033306	0.160847274	0.104721131
Acalabrutinib	TG06	1.067407823	1.060969975	1.02546014	0.876153933	0.86438097	0.884987532	0.898059475	0.861479604	0.849027624	0.844285282	0.863183088	0.936665463	1.046158447	0.028330381	0.025703094	0.010918784	-0.057419585	-0.063294803	-0.053062848	-0.046694901	-0.064755	-0.071078179	-0.073510781	-0.063897077	-0.028415493	0.019597466	0.10806695	0.073243755	-0.093001603	-0.241428776	-0.232715301	-0.199515497	-0.222899802	-0.271666359	-0.289177922	-0.274815717	-0.18462514	-0.017636054	-1.846171466	0.921682874	0.947165529	0.961864622	0.982239479	0.987594218	1.02061656	1.028330128	1.036042712	1.040306596	1.052178342	1.063052	1.09969788	1.117203563	-0.035418482	-0.023574116	-0.016886049	-0.007782614	-0.005421461	0.008862611	0.01213256	0.01537766	0.017161352	0.022089358	0.026554509	0.041273388	0.048132312	-0.117985196	-0.080920329	-0.049337326	-0.026408151	0.006882299	0.041990341	0.05502044	0.065078024	0.07850142	0.097287734	0.135655793	0.1788114	0.384576449
Picropodophyllin (PPP)	TG07	0.769734604	0.766981998	0.766261421	0.870631917	0.889040451	1.03563678	1.017176857	0.972254575	0.975090299	0.880822128	0.791279287	0.789948771	0.693903989	-0.113658989	-0.115214829	-0.115623039	-0.060165416	-0.051078478	0.015207466	0.00739647	-0.012220005	-0.010955164	-0.055111784	-0.101670202	-0.102401072	-0.158700616	-0.457747637	-0.461675737	-0.35157691	-0.222487788	-0.071742025	0.045207872	-0.009647068	-0.046350338	-0.132133896	-0.313563972	-0.408142549	-0.522203376	-2.952063425	0.862184319	0.842059877	0.845476192	0.8409741	0.837128762	0.835183424	0.834067284	0.830912883	0.827528079	0.825983066	0.820610006	0.820358467	0.816573444	-0.06439988	-0.074657026	-0.072898617	-0.075217379	-0.077207736	-0.078218134	-0.078798914	-0.080444507	-0.082217261	-0.083028856	-0.085863192	-0.085996335	-0.088004748	-0.278113812	-0.295111286	-0.296231993	-0.304850231	-0.31085174	-0.314034095	-0.318486842	-0.325323537	-0.330492235	-0.337784096	-0.343719054	-0.348002166	-3.803001087
Entrectinib	TG08	1.0456867	1.046449235	1.012815534	0.974572964	0.946457914	0.946328314	0.97545971	0.996338689	0.968771025	0.918684743	0.882965948	0.886741909	0.797204287	0.019401584	0.019718165	0.005530354	-0.011185641	-0.023898693	-0.023958166	-0.010790664	-0.001593005	-0.013778859	-0.036833496	-0.054056045	-0.052202766	-0.098430375	0.078239498	0.050497037	-0.011310574	-0.070168667	-0.095713717	-0.069497659	-0.024767338	-0.030743728	-0.10122471	-0.181779082	-0.212517621	-0.30126628	-0.970252842	0.915353316	0.930090527	0.93552503	0.936355719	0.939424164	0.946811386	0.954126416	0.954377054	0.944421254	0.938177348	0.93475713	0.92692878	0.925166679	-0.038411241	-0.031474779	-0.028944588	-0.028559133	-0.027138273	-0.023736528	-0.02039408	-0.020280011	-0.024834248	-0.027715057	-0.029301214	-0.032953633	-0.033780017	-0.139772039	-0.120838735	-0.115007442	-0.111394811	-0.101749602	-0.088261216	-0.081348182	-0.090228517	-0.10509861	-0.114032541	-0.124509694	-0.133467301	-1.325708691
S49076	TG09	0.973700662	1.013139251	0.982851301	0.945706279	0.926914862	0.945996986	0.99927458	0.953064541	0.887720623	0.872221657	0.858968691	0.942685024	0.877823691	-0.011574535	0.005669141	-0.007512183	-0.024243727	-0.032960154	-0.024110247	-0.00031516	-0.020877688	-0.051723691	-0.059373134	-0.066022666	-0.025633392	-0.056592702	-0.011810787	-0.003686084	-0.063511821	-0.114407764	-0.114140803	-0.048850815	-0.042385697	-0.145202758	-0.22219365	-0.2507916	-0.183312116	-0.164452189	-1.364746084	0.970131559	0.976776158	0.988343941	0.992923854	1.005578025	1.016247628	1.030859172	1.051494328	1.066469795	1.076830005	1.097408397	1.103284506	1.131033085	-0.013169367	-0.01020495	-0.005091896	-0.003084056	0.002415774	0.006999545	0.013199339	0.021806934	0.02794856	0.032147148	0.040368279	0.042687519	0.053475309	-0.046748634	-0.030593691	-0.016351903	-0.001336563	0.018830638	0.040397769	0.070012547	0.099510988	0.120191416	0.145030855	0.166111596	0.192325657	0.757380675
Staurosporine	TG10	1.243980721	1.206402491	1.209741782	1.080038181	1.064450117	1.070096415	1.153741449	1.142886271	1.194125296	1.090485915	0.880684184	0.893863928	0.777056021	0.09481365	0.081492225	0.082692681	0.033439109	0.027125314	0.029422909	0.062108495	0.058003016	0.077049898	0.03762006	-0.055179803	-0.048728588	-0.10954767	0.35261175	0.328369812	0.232263579	0.121128846	0.113096446	0.183062809	0.240223022	0.270105828	0.229339918	-0.035119485	-0.207816783	-0.316552517	1.510713224	1.150968264	1.174663027	1.204501262	1.253732078	1.260383045	1.280749779	1.308997947	1.35429193	1.288098312	1.267772846	1.245075576	1.233961532	1.223144846	0.061063349	0.069913299	0.080807259	0.098204738	0.100502552	0.10746429	0.116938965	0.131712291	0.109949011	0.103041446	0.095195714	0.091301621	0.08747789	0.261953296	0.301441117	0.358023994	0.39741458	0.415933684	0.44880651	0.497302512	0.483322603	0.425980913	0.396474319	0.37299467	0.357559021	4.717207221
Volasertib (BI 6727)	TG11	1.064606664	1.099323348	1.059062971	0.993538342	1.045716968	1.068965761	1.040566559	1.030309169	1.040253529	0.977248593	0.942656895	0.915447974	0.786578709	0.02718918	0.041125452	0.024921784	-0.002815368	0.019414155	0.028963795	0.017269865	0.012967565	0.017139198	-0.009994946	-0.025646352	-0.038366332	-0.104257813	0.136629264	0.132094471	0.044212831	0.033197574	0.0967559	0.092467319	0.060474859	0.060213525	0.014288503	-0.071282595	-0.128025367	-0.285248291	0.185777993	0.851521022	0.856875336	0.859321363	0.863376741	0.872489313	0.872042167	0.873372111	0.864804265	0.856990092	0.85108917	0.838549485	0.809035202	0.791779711	-0.069804626	-0.067082358	-0.065844391	-0.063799655	-0.059239884	-0.059462515	-0.05880068	-0.063082177	-0.067024199	-0.070024936	-0.076471303	-0.092032581	-0.101395631	-0.273773967	-0.265853498	-0.259288093	-0.246079078	-0.237404797	-0.23652639	-0.243765715	-0.260212753	-0.27409827	-0.292992478	-0.33700777	-0.386856425	-3.313859233
Dovitinib	TG12	0.913889616	0.908829879	1.007643012	0.957253872	0.924249552	0.922334434	0.950611384	0.920337733	0.93793142	0.935323961	0.905272678	0.895788205	0.808553815	-0.039106257	-0.041517403	0.003306697	-0.018972868	-0.034210751	-0.035111577	-0.021996989	-0.036052772	-0.027828915	-0.02903794	-0.043220587	-0.04779466	-0.092291069	-0.161247321	-0.076421412	-0.031332342	-0.106367239	-0.138644657	-0.114217133	-0.116099522	-0.127763375	-0.11373371	-0.144517053	-0.182030494	-0.280171459	-1.592545718	0.92958122	0.950783518	0.92900251	0.896575433	0.890745611	0.890049802	0.88103512	0.882323635	0.879973846	0.875215476	0.868056412	0.860336935	0.85436397	-0.031712659	-0.021918355	-0.031983113	-0.047413165	-0.050246309	-0.050585692	-0.055006779	-0.054372087	-0.055530235	-0.057885012	-0.061452051	-0.065331432	-0.068357075	-0.107262028	-0.107802936	-0.158792556	-0.195318949	-0.201664002	-0.211184943	-0.218757733	-0.219804645	-0.226830494	-0.238674124	-0.253566965	-0.267377014	-2.407036389
MLN2480	TH01	0.932097225	0.965613437	0.953108693	0.901629268	0.893375668	1.014586808	1.031063781	1.047918707	1.106416282	1.132310982	1.030767231	1.052550572	0.968988201	-0.030538785	-0.015196699	-0.020857569	-0.044971999	-0.04896588	0.006289211	0.013285531	0.020327593	0.043918558	0.053965719	0.013160603	0.022242972	-0.013681511	-0.091470969	-0.072108538	-0.131659137	-0.187875758	-0.085353338	0.039149485	0.067226249	0.128492303	0.195768555	0.134252646	0.07080715	0.017122921	0.08435157	0.872437952	0.968406301	1.005786922	1.051416703	1.097395528	1.107634416	1.149473994	1.170924241	1.094815737	1.019886136	0.95821318	0.910051086	0.887994762	-0.05926545	-0.013942393	0.002505984	0.021774872	0.040363186	0.044396442	0.06049915	0.068528797	0.039341031	0.008551688	-0.01853786	-0.040934228	-0.051589596	-0.146415688	-0.022872818	0.048561713	0.124276116	0.169519255	0.209791183	0.258055894	0.215739657	0.095785439	-0.019972343	-0.118944175	-0.185047647	0.628476586
AZD8931 (Sapitinib)	TH02	1.363337991	1.362848549	1.296647276	1.228062906	1.247370269	1.40200357	1.299469705	1.11492732	1.081509924	1.003425437	0.955331013	0.891999547	0.813376671	0.134603537	0.134447596	0.112821852	0.089220614	0.095995388	0.14674912	0.113766159	0.047246557	0.034030509	0.001485106	-0.019846123	-0.049635366	-0.089708288	0.538102266	0.494538896	0.404084931	0.370432004	0.485489016	0.521030557	0.322025433	0.162554133	0.07103123	-0.036722034	-0.138962979	-0.278687308	2.914916145	0.945762628	0.944038356	0.939238593	0.935882413	0.933188502	0.927463294	0.927006675	0.921870694	0.917866953	0.911179233	0.905090893	0.896684092	0.889760948	-0.024217851	-0.02501036	-0.027224071	-0.028778714	-0.030030621	-0.032703269	-0.032917139	-0.035329991	-0.037220266	-0.040396187	-0.043307805	-0.047360535	-0.05072666	-0.098456423	-0.104468862	-0.112005569	-0.117618669	-0.12546778	-0.131240816	-0.136494259	-0.145100514	-0.155232906	-0.167407984	-0.18133668	-0.196174389	-1.671004852
OSI-906 (Linsitinib)	TH03	0.957722638	1.024755216	1.033213006	0.981816797	0.957621304	0.981488794	0.961921029	0.943496365	0.946177099	0.954742016	0.929444009	0.915898899	0.812422589	-0.018760247	0.010620138	0.014189864	-0.007969542	-0.018806201	-0.008114655	-0.016860581	-0.025259769	-0.024027568	-0.020113965	-0.031776768	-0.038152463	-0.09021801	-0.016280219	0.049620004	0.012440644	-0.053551486	-0.053841711	-0.049950471	-0.084240699	-0.098574673	-0.088283065	-0.103781465	-0.139858461	-0.256740946	-0.883042546	0.949356506	0.952838838	0.959767391	0.966662987	0.972723456	0.974184741	0.977958727	0.985197047	0.996643035	1.009602113	1.023693081	1.050184359	1.085393107	-0.022570669	-0.020980549	-0.01783401	-0.01472491	-0.012010612	-0.011358677	-0.009679473	-0.006476899	-0.001460364	0.004150251	0.010169768	0.021265546	0.035587059	-0.087102436	-0.077629118	-0.065117839	-0.053471043	-0.046738578	-0.042076301	-0.032312744	-0.015874525	0.005379774	0.028640038	0.062870628	0.11370521	-0.209726936
LY2603618	TH04	1.036384538	1.031023123	1.029131499	0.963624758	0.939923342	0.967980358	0.991355041	0.937940645	0.950862905	0.948754583	0.954678363	0.995371777	0.91537474	0.015520925	0.013268405	0.012470871	-0.01609205	-0.026907565	-0.014133455	-0.003770781	-0.027824644	-0.021882095	-0.022846113	-0.02014292	-0.002014678	-0.038401076	0.057578661	0.051478553	-0.007242359	-0.085999231	-0.08208204	-0.035808472	-0.063190849	-0.099413478	-0.089456416	-0.085978067	-0.044315196	-0.080831507	-0.565260401	0.923307333	0.935608403	0.924532542	0.9168326	0.910023268	0.909427287	0.908963799	0.903474588	0.898655605	0.894823876	0.883897204	0.864060224	0.858509399	-0.034653715	-0.028905886	-0.034077798	-0.037709953	-0.040947503	-0.041232019	-0.041453413	-0.044084058	-0.046406713	-0.048262436	-0.05359824	-0.063455987	-0.066254946	-0.127119203	-0.125967368	-0.143575501	-0.157314912	-0.164359045	-0.165370864	-0.171074943	-0.180981542	-0.189338298	-0.203721353	-0.234108453	-0.259421865	-2.122353346
CC-223	TH05	0.931608579	0.773663405	0.94726712	0.857613813	0.907818204	0.960856259	1.012250705	0.981029993	0.964670939	1.01359637	0.922535475	0.934315746	0.823896975	-0.030766521	-0.111447945	-0.023527537	-0.066708233	-0.042001113	-0.017341577	0.005288088	-0.008317715	-0.015620805	0.005865047	-0.035016925	-0.029506332	-0.084127092	-0.284428932	-0.269950964	-0.180471539	-0.217418691	-0.118685379	-0.024106977	-0.006059254	-0.047877039	-0.019511516	-0.058303756	-0.129046513	-0.227266847	-1.583127407	0.899804654	0.904170383	0.909747646	0.917124846	0.926222813	0.931920559	0.935687431	0.945088647	0.962500815	0.974739511	0.988130479	0.993387763	1.010076564	-0.045851765	-0.043749723	-0.041079059	-0.037571541	-0.033284526	-0.030621107	-0.028869204	-0.024527454	-0.016598894	-0.011111429	-0.005185705	-0.002881194	0.004354295	-0.179202975	-0.169657565	-0.157301201	-0.141712135	-0.127811267	-0.118980623	-0.106793316	-0.082252696	-0.055420647	-0.032594268	-0.016133798	0.002946201	-1.18491429
AZD7762	TH06	0.976416924	1.019333483	0.984342491	0.938907019	0.965913306	0.960312337	1.012257751	0.958047041	0.880067238	0.830141408	0.794756728	0.846710761	0.784264294	-0.010364702	0.00831629	-0.006853767	-0.027377414	-0.015061851	-0.017587492	0.005291111	-0.018613166	-0.055484146	-0.080847923	-0.099765787	-0.072264921	-0.105537557	-0.004096823	0.002925046	-0.068462363	-0.084878531	-0.065298686	-0.024592762	-0.02664411	-0.148194624	-0.272664138	-0.361227419	-0.344061415	-0.355604956	-1.752800782	0.979530279	0.988728394	0.988108914	0.987856962	0.985927832	0.98345675	0.982591848	0.982250712	0.981321853	0.980771824	0.976898099	0.975076728	0.966892463	-0.008982135	-0.004922994	-0.005195183	-0.005305935	-0.006154873	-0.007244735	-0.007626843	-0.007777648	-0.00818853	-0.008432019	-0.010150736	-0.010961209	-0.014621825	-0.027810257	-0.020236353	-0.021002236	-0.022921617	-0.026799216	-0.029743156	-0.030808982	-0.031932355	-0.033241098	-0.037165509	-0.042223888	-0.051166068	-0.375050734
ML281	TH07	1.021561622	1.015183567	1.012916359	0.958190277	0.974842343	1.041538799	1.115191663	0.919298026	0.857436483	0.838498177	0.816068156	0.809931336	0.734072067	0.009264569	0.006544579	0.005573585	-0.01854824	-0.011065615	0.017675453	0.047349514	-0.036543672	-0.066798042	-0.076497877	-0.088273569	-0.091551798	-0.134261301	0.031618296	0.024236329	-0.02594931	-0.059227711	0.013219675	0.130049934	0.021611683	-0.206683428	-0.286591838	-0.329542892	-0.359650733	-0.451626199	-1.498536194	0.925915361	0.928959802	0.930947912	0.931293028	0.932283351	0.932858831	0.9343004	0.939884944	0.944918057	0.949724461	0.966111339	0.967270999	0.969869462	-0.033428711	-0.032003078	-0.031074618	-0.030913648	-0.030452071	-0.030184073	-0.029513465	-0.026925307	-0.024605852	-0.022402376	-0.014972821	-0.014451833	-0.013286715	-0.130863579	-0.126155392	-0.123976532	-0.12273144	-0.121272289	-0.119395076	-0.112877545	-0.103062318	-0.094016456	-0.074750394	-0.058849308	-0.055477096	-1.243427424
H 89 dihydrochloride	TH08	1.139899415	1.128867185	1.003526904	0.949904823	0.937968719	0.925851116	1.09238684	1.061954959	1.039749305	0.923810346	0.91953887	0.857693641	0.785144042	0.056866531	0.052642849	0.00152902	-0.022319907	-0.027811645	-0.033458846	0.03837646	0.026106097	0.016928639	-0.034417178	-0.036429908	-0.06666781	-0.105050661	0.219018759	0.108343738	-0.041581774	-0.100263104	-0.122540981	0.009835228	0.128965114	0.086069472	-0.034977079	-0.141694172	-0.206195435	-0.343436941	-0.438457177	1.029480895	1.010772074	0.997205708	0.959890712	0.957889586	0.924522561	0.916367635	0.913636251	0.910350931	0.908967569	0.916683673	0.916941863	0.921762694	0.012618291	0.004653235	-0.001215244	-0.017778211	-0.018684548	-0.034082486	-0.037930258	-0.039226677	-0.040791159	-0.041451612	-0.037780504	-0.037658199	-0.035380873	0.034543052	0.006875981	-0.03798691	-0.072925518	-0.105534069	-0.144025489	-0.15431387	-0.160035673	-0.164485542	-0.158464231	-0.150877406	-0.146078144	-1.253307817
Enzastaurin	TH09	0.946029531	0.967840933	0.965267661	0.907623473	0.89107917	0.952644489	0.948794634	0.91684126	0.874468783	0.847907059	0.833974941	0.855306551	0.766689421	-0.024095307	-0.014196014	-0.015352244	-0.042094281	-0.050083708	-0.021069141	-0.02282778	-0.037705851	-0.058255689	-0.071651749	-0.078846999	-0.067878202	-0.115380529	-0.076582641	-0.059096515	-0.114893049	-0.184355978	-0.142305698	-0.087793841	-0.121067262	-0.19192308	-0.259814877	-0.300997496	-0.293450401	-0.366517462	-2.198798301	0.97678161	1.000397831	1.001055044	1.015253497	1.007684193	1.002067944	1.001839278	0.995668662	0.990204734	0.986720535	0.981448629	0.973411675	0.973378914	-0.010202526	0.000172741	0.000457958	0.006574494	0.003324446	0.000897169	0.000798055	-0.001885162	-0.004275002	-0.005805833	-0.008132427	-0.011703449	-0.011718066	-0.020059568	0.001261399	0.014064905	0.01979788	0.008443231	0.003390448	-0.002174214	-0.012320327	-0.02016167	-0.027876522	-0.039671753	-0.04684303	-0.122149222
AZD0156	TH10	0.968001581	0.961505128	0.867863252	0.79298421	0.768241707	0.862929362	0.857168196	0.820250857	0.817094695	0.829277789	0.879774973	0.883859934	0.930595489	-0.014123933	-0.017048395	-0.061548701	-0.10073546	-0.114502119	-0.064024753	-0.066933951	-0.086053307	-0.087727609	-0.081299966	-0.055628397	-0.053616553	-0.031239057	-0.062344657	-0.157194192	-0.324568322	-0.430475159	-0.357053745	-0.261917409	-0.305974517	-0.347561833	-0.338055151	-0.273856726	-0.218489898	-0.169711219	-3.247202828	0.976989122	0.972960723	0.998228811	0.979734327	0.961390043	0.942650781	0.933096857	0.931643036	0.923243127	0.916479142	0.884465928	0.883807216	0.866717958	-0.010110272	-0.011904691	-0.0007699	-0.008891675	-0.01710038	-0.025649168	-0.030073273	-0.030750458	-0.034683917	-0.037877415	-0.053318893	-0.053642457	-0.062122205	-0.044029926	-0.025349182	-0.01932315	-0.051984111	-0.085499097	-0.111444883	-0.121647463	-0.13086875	-0.145122663	-0.182392614	-0.213922699	-0.231529324	-1.363113861
SU6656	TH11	0.942675385	0.941510344	0.957362542	0.960838037	1.029623344	1.052756609	1.071138505	1.007315164	0.986255854	0.970048018	0.955291785	0.973161621	0.84871979	-0.025637833	-0.026174904	-0.018923569	-0.017349813	0.01267838	0.022327977	0.029845631	0.003165372	-0.006010406	-0.013206767	-0.019863957	-0.011815027	-0.071235671	-0.103625474	-0.090196946	-0.072546763	-0.009342864	0.070012714	0.104347216	0.066022007	-0.005690068	-0.038434347	-0.066141449	-0.063357968	-0.166101396	-0.375055338	0.964622885	1.010639784	0.973144689	0.962740025	0.946982047	0.9411644	0.933738333	0.931207705	0.925648539	0.904738719	0.892749191	0.881190042	0.880235518	-0.015642439	0.00459639	-0.011822583	-0.016490972	-0.023658254	-0.026334509	-0.029774812	-0.030953439	-0.03355388	-0.043476823	-0.049270535	-0.054930419	-0.055401111	-0.022092097	-0.014452386	-0.056627111	-0.080298454	-0.099985526	-0.11221864	-0.121456502	-0.129014638	-0.154061407	-0.185494716	-0.208401908	-0.220663061	-1.404766446
PIM1/2 Kinase Inhibitor VI	TH12	0.931187635	0.937783274	0.908672007	0.884554912	0.885305878	0.936567832	0.975304554	0.910342029	0.889832159	0.891578863	0.904374623	0.93790932	0.882065286	-0.0309628	-0.027897517	-0.041592851	-0.053275201	-0.052906652	-0.028460763	-0.010859748	-0.040795406	-0.050691903	-0.049840236	-0.043651633	-0.027839149	-0.054499269	-0.117720634	-0.138980737	-0.189736105	-0.212363708	-0.16273483	-0.078641022	-0.103310308	-0.182974618	-0.201064277	-0.186983737	-0.142981562	-0.164676836	-1.882168373	0.954017859	0.997721695	0.989742831	0.974217924	0.949302181	0.918317795	0.910686025	0.890120972	0.87755697	0.852390392	0.847529834	0.838240088	0.837611031	-0.020443495	-0.000990584	-0.004477635	-0.011343884	-0.022595521	-0.037007	-0.040631328	-0.050550966	-0.05672468	-0.069361454	-0.071845005	-0.076631573	-0.076957612	-0.042868159	-0.010936439	-0.031643039	-0.067878811	-0.119205043	-0.155276656	-0.182364589	-0.214551293	-0.252172269	-0.282412919	-0.296953157	-0.30717837	-1.963440743
