Inhibitor	ID	TGFB_0h	TGFB_4h	TGFB_8h	TGFB_12h	TGFB_16h	TGFB_20h	TGFB_24h	TGFB_28h	TGFB_32h	TGFB_36h	TGFB_40h	TGFB_44h	TGFB_48h	TGFB_Log0h	TGFB_Log4h	TGFB_Log8h	TGFB_Log12h	TGFB_Log16h	TGFB_Log20h	TGFB_Log24h	TGFB_Log28h	TGFB_Log32h	TGFB_Log36h	TGFB_Log40h	TGFB_Log44h	TGFB_Log48h	TGFB_AUC4h	TGFB_AUC8h	TGFB_AUC12h	TGFB_AUC16h	TGFB_AUC20h	TGFB_AUC24h	TGFB_AUC28h	TGFB_AUC32h	TGFB_AUC36h	TGFB_AUC40h	TGFB_AUC44h	TGFB_AUC48h	TGFB_TotalAUC	siTGFB_0h	siTGFB_4h	siTGFB_8h	siTGFB_12h	siTGFB_16h	siTGFB_20h	siTGFB_24h	siTGFB_28h	siTGFB_32h	siTGFB_36h	siTGFB_40h	siTGFB_44h	siTGFB_48h	siTGFB_Log0h	siTGFB_Log4h	siTGFB_Log8h	siTGFB_Log12h	siTGFB_Log16h	siTGFB_Log20h	siTGFB_Log24h	siTGFB_Log28h	siTGFB_Log32h	siTGFB_Log36h	siTGFB_Log40h	siTGFB_Log44h	siTGFB_Log48h	siTGFB_AUC4h	siTGFB_AUC8h	siTGFB_AUC12h	siTGFB_AUC16h	siTGFB_AUC20h	siTGFB_AUC24h	siTGFB_AUC28h	siTGFB_AUC32h	siTGFB_AUC36h	siTGFB_AUC40h	siTGFB_AUC44h	siTGFB_AUC48h	siTGFB_TotalAUC
DCA	TG04	0.90385205	0.889844489	0.850125127	0.731262616	0.750508334	0.804220355	0.864474121	0.888225499	0.941874986	0.887224953	0.934880361	1.007263499	0.924661895	-0.043902653	-0.050685885	-0.070517147	-0.135926628	-0.124644481	-0.094624939	-0.063248003	-0.051476763	-0.026006737	-0.051966252	-0.029243963	0.003143096	-0.034017039	-0.189177075	-0.242406064	-0.412887551	-0.521142218	-0.43853884	-0.315745885	-0.229449533	-0.154967	-0.155945978	-0.162420431	-0.052201734	-0.061747886	-2.936630195	1.001972982	0.99068674	0.954089813	1.021280697	1.058712379	1.066889451	1.072087565	1.059894249	1.05342139	1.050605911	1.029598613	1.005178238	0.952699252	0.000856011	-0.00406365	-0.020410741	0.009145123	0.024777991	0.028119421	0.030230259	0.025262536	0.022602133	0.02143984	0.012667949	0.002243078	-0.021044176	-0.006415278	-0.048948782	-0.022531235	0.067846229	0.105794824	0.116699359	0.110985589	0.095729336	0.088083945	0.068215578	0.029822053	-0.037602196	0.567679422
ZSTK474	TG05	0.963033143	0.934862164	0.83620677	0.824543278	0.832959341	0.841346281	0.838145187	0.877225889	0.832992378	0.833666745	0.80842679	0.789191517	0.743136473	-0.016358766	-0.029252417	-0.077686321	-0.083786545	-0.079376197	-0.075025221	-0.076680745	-0.05688856	-0.079358972	-0.079007522	-0.092359303	-0.102817592	-0.128931423	-0.091222366	-0.213877475	-0.32294573	-0.326325483	-0.308802836	-0.30341193	-0.267138609	-0.272495064	-0.316732989	-0.342733651	-0.390353789	-0.463498029	-3.619537952	0.932262323	0.899489066	0.864202858	0.856588301	0.861528067	0.873415909	0.898612707	0.909781065	0.905595504	0.901249701	0.879966814	0.857665015	0.817702504	-0.030461867	-0.046004111	-0.063384302	-0.067227861	-0.064730569	-0.058778902	-0.046427444	-0.041063106	-0.043065742	-0.045154866	-0.055533706	-0.066682305	-0.087404672	-0.152931957	-0.218776826	-0.261224326	-0.263916862	-0.247018943	-0.210412693	-0.174981101	-0.168257697	-0.176441217	-0.201377145	-0.244432022	-0.308173954	-2.627944744
Acalabrutinib	TG06	0.827168327	0.796582365	0.749121394	0.74639339	0.783367341	0.775130935	0.776800885	0.79187341	0.739439444	0.730846329	0.737759643	0.797509266	0.801681131	-0.082406103	-0.098769312	-0.1254478	-0.127032215	-0.106034538	-0.11062493	-0.109690288	-0.10134424	-0.131097387	-0.13617393	-0.132085105	-0.098264262	-0.095998338	-0.362350832	-0.448434224	-0.50496003	-0.466133507	-0.433318937	-0.440630437	-0.422069056	-0.464883253	-0.534542633	-0.536518071	-0.460698735	-0.388525201	-5.463064918	1.194045503	1.161879849	1.12522198	1.119181645	1.111572946	1.110436042	1.100705445	1.081455716	1.075993394	1.078065744	1.058427499	1.034487148	0.98140024	0.077020877	0.06516122	0.051238207	0.048900579	0.045937968	0.045493549	0.041671115	0.03400874	0.031809605	0.032645246	0.024661115	0.0147251	-0.00815384	0.284364194	0.232798853	0.200277572	0.189677094	0.182863035	0.174329329	0.151359711	0.131636691	0.128909703	0.114612722	0.078772429	0.013142519	1.882743851
Picropodophyllin (PPP)	TG07	0.920935259	0.94197838	0.940188275	0.928555387	0.91469952	0.89762731	0.919884324	0.99445255	0.958591148	0.986331115	0.956491212	0.934706653	0.91577984	-0.035770899	-0.025959065	-0.026785169	-0.032192186	-0.038721549	-0.046903943	-0.036266782	-0.002415934	-0.018366586	-0.005977266	-0.019319016	-0.029324666	-0.038208921	-0.123459928	-0.105488468	-0.117954711	-0.14182747	-0.171250983	-0.166341449	-0.077365433	-0.04156504	-0.048687704	-0.050592564	-0.097287364	-0.135067175	-1.276888289	1.156603237	1.111101386	1.06180104	1.047023889	1.039363709	1.044268871	1.041671807	1.025951119	1.027362926	1.022733293	0.985308675	0.947159213	0.880899258	0.063184403	0.045753689	0.026043146	0.019956591	0.016767549	0.018812332	0.01773091	0.011126669	0.011723889	0.009762394	-0.006427694	-0.023577012	-0.055073756	0.217876186	0.143593671	0.091999474	0.073448279	0.071159762	0.073086484	0.057715159	0.045701118	0.042972566	0.0066694	-0.060009411	-0.157301536	0.606911153
Entrectinib	TG08	1.06246951	0.992406473	0.910277353	0.902052143	0.92549954	1.021873294	1.017456915	1.120894923	1.108229677	1.043372054	0.989379478	0.971226015	0.885401988	0.026316476	-0.003310412	-0.040826262	-0.044768357	-0.033623793	0.009397049	0.007516028	0.049564902	0.044629776	0.0184392	-0.004637102	-0.012679693	-0.052859507	0.046012128	-0.088273347	-0.171189239	-0.1567843	-0.048453487	0.033826154	0.11416186	0.188389356	0.126137952	0.027604196	-0.034633591	-0.131078401	-0.094280719	0.989132006	0.988895884	0.954073137	0.959927974	0.984623209	0.991661422	0.98893938	1.018347229	1.015264495	1.014197048	0.985996935	0.967068342	0.925526899	-0.004745745	-0.004849431	-0.020418332	-0.017761352	-0.006729931	-0.003636582	-0.004830329	0.007895886	0.006579199	0.006122342	-0.006124435	-0.014542834	-0.033610955	-0.019190352	-0.050535526	-0.076359368	-0.048982567	-0.020733026	-0.016933821	0.006131114	0.028950169	0.025403082	-4.19E-06	-0.041334537	-0.096307576	-0.309896594
S49076	TG09	1.024136788	1.113440663	1.026578497	1.003476705	1.049039541	1.123687331	1.152611883	1.156381259	1.058766009	1.020051276	0.988664172	0.980685333	0.975021978	0.010357967	0.046667078	0.011392163	0.001507295	0.020791858	0.050645484	0.061683093	0.063101045	0.02479999	0.008622003	-0.004951204	-0.00847032	-0.010985595	0.114050089	0.116118482	0.025798917	0.044598307	0.142874685	0.224657154	0.249568275	0.175802069	0.066843987	0.007341599	-0.026843048	-0.038911829	1.101898687	0.994744132	0.989444367	0.970534286	0.996235156	1.002268279	1.018145857	1.014724906	1.00381618	1.006564302	1.004061873	0.984042872	0.960696546	0.930501475	-0.002288614	-0.00460862	-0.012989118	-0.001638137	0.000983985	0.007809998	0.00634832	0.001654192	0.002841524	0.001760476	-0.00698598	-0.017413771	-0.031282934	-0.013794467	-0.035195475	-0.029254509	-0.001308302	0.017587968	0.028316637	0.016005023	0.008991431	0.009204	-0.010451008	-0.048799502	-0.09739341	-0.156091613
Staurosporine	TG10	0.968334244	0.979352279	0.922246163	0.849714008	0.865953994	0.89140996	0.952256168	0.932955087	1.085763984	1.394334668	1.511609161	1.675275301	2.188158582	-0.01397471	-0.009061062	-0.035153143	-0.070727222	-0.06250518	-0.049922518	-0.021246206	-0.030139263	0.035735432	0.144367026	0.179439515	0.224086186	0.340078793	-0.046071543	-0.088428409	-0.21176073	-0.266464805	-0.224855396	-0.142337447	-0.102770937	0.011192337	0.360204914	0.647613082	0.807051402	1.128329958	1.871702426	1.099085493	1.080296915	1.037693681	1.046521269	1.039850242	1.045366588	1.039843194	1.033229812	1.037647142	1.042312388	1.017824215	1.007707186	0.957250178	0.041031476	0.033543136	0.016069172	0.019748059	0.016970797	0.019268615	0.016967854	0.014196928	0.016049694	0.017997899	0.007672779	0.003334356	-0.018974544	0.149149223	0.099224616	0.071634463	0.073437713	0.072478825	0.072472937	0.062329564	0.060493245	0.068095187	0.051341357	0.022014269	-0.031280377	0.771391021
Volasertib (BI 6727)	TG11	0.899656916	0.825671826	0.770062443	0.685846783	0.684509012	0.745748328	0.786850167	0.782247412	0.769804891	0.770672878	0.736570173	0.728479796	0.693748643	-0.045923077	-0.083192534	-0.113474057	-0.163772894	-0.16462083	-0.127407712	-0.104107959	-0.106655865	-0.113619334	-0.113129925	-0.132785872	-0.137582489	-0.158797853	-0.258231223	-0.393333183	-0.554493903	-0.656787448	-0.584057083	-0.463031341	-0.421527647	-0.440550398	-0.453498517	-0.491831593	-0.540736721	-0.592760684	-5.85083974	0.879313042	0.885466696	0.859007337	0.863834866	0.897939069	0.942801395	0.941830152	0.928888695	0.94292233	0.969073072	0.955314342	0.938379705	0.923912263	-0.055856485	-0.052827769	-0.066003127	-0.063569271	-0.046753132	-0.025579784	-0.02602741	-0.032036323	-0.025524079	-0.013643474	-0.019853702	-0.027621394	-0.034369269	-0.217368508	-0.237661791	-0.259144795	-0.220644806	-0.144665831	-0.103214387	-0.116127465	-0.115120804	-0.078335107	-0.066994353	-0.094950192	-0.123981324	-1.778209364
Dovitinib	TG12	0.970104738	0.961817962	0.842924909	0.814340473	0.746371583	0.81107182	0.892597169	0.895213421	0.85825624	0.852481709	0.845374234	0.839744904	0.79666201	-0.013181374	-0.016907117	-0.074211112	-0.08919398	-0.127044904	-0.090940688	-0.049344495	-0.048073416	-0.06638303	-0.069314931	-0.072950993	-0.075852623	-0.098725892	-0.060176982	-0.182236458	-0.326810185	-0.432477768	-0.435971183	-0.280570365	-0.194835821	-0.228912892	-0.271395922	-0.284531847	-0.297607232	-0.349157031	-3.344683685	1.021131609	1.012684653	0.971637304	0.983082596	0.982349775	0.986630906	0.988528965	0.977689818	0.973362698	0.971630048	0.963312359	0.910659752	0.849810536	0.00908172	0.005474228	-0.01249582	-0.007409992	-0.00773385	-0.005845284	-0.005010601	-0.009798908	-0.011725301	-0.012499063	-0.016232868	-0.040643857	-0.070677889	0.029111897	-0.014043183	-0.039811624	-0.030287685	-0.027158269	-0.021711771	-0.029619017	-0.043048418	-0.048448728	-0.057463862	-0.11375345	-0.222643492	-0.618877601
MLN2480	TH01	1.070436013	0.952892351	0.83656632	0.865062751	0.941519862	1.02785549	1.051145392	1.129072002	1.034345944	0.999883247	0.901406897	0.866712379	0.816084336	0.029560712	-0.020956159	-0.077499624	-0.062952388	-0.026170514	0.01193206	0.021662791	0.052721638	0.014665816	-5.07E-05	-0.045079123	-0.062125	-0.088264958	0.017209105	-0.196911566	-0.280904024	-0.178245804	-0.028476908	0.067189701	0.148768858	0.134774908	0.029230215	-0.090259663	-0.214408248	-0.300779917	-0.892813342	1.161192468	1.118451669	1.072171513	1.058100085	1.054324385	1.074863592	1.091774229	1.042185612	1.004594133	0.96048984	0.927585478	0.89072261	0.832370041	0.06490421	0.048617222	0.030264264	0.024526749	0.022974251	0.031353353	0.038132839	0.017945073	0.001990637	-0.017507225	-0.032646059	-0.050257523	-0.079683559	0.227042864	0.157762972	0.109582027	0.095002001	0.108655208	0.138972383	0.112155824	0.039871421	-0.031033174	-0.100306568	-0.165807165	-0.259882166	0.432015626
AZD8931 (Sapitinib)	TH02	1.031786361	0.942820253	0.753216871	0.700680551	0.762270902	0.826048256	0.81868669	0.834909012	0.787305743	0.768828164	0.792537699	0.808068283	0.814012988	0.013589783	-0.025571097	-0.123079961	-0.154479937	-0.117890658	-0.082994581	-0.08688227	-0.078360851	-0.103856581	-0.114170716	-0.10098007	-0.092551939	-0.089368666	-0.023962628	-0.297302116	-0.555119796	-0.544741191	-0.401770479	-0.339753703	-0.330486243	-0.364434863	-0.436054593	-0.430301572	-0.387064019	-0.36384121	-4.474832413	0.989965129	0.969511429	0.924739362	0.907697688	0.91449478	0.918460974	0.93608265	0.924558877	0.923935797	0.923426928	0.906246176	0.899451413	0.857373978	-0.004380103	-0.013447067	-0.033980656	-0.042058771	-0.038818769	-0.036939292	-0.028685804	-0.034065427	-0.034358206	-0.034597465	-0.042753813	-0.046022292	-0.066829702	-0.03565434	-0.094855446	-0.152078854	-0.16175508	-0.151516123	-0.131250193	-0.125502463	-0.136847267	-0.137911343	-0.154702556	-0.177552209	-0.225703987	-1.68532986
OSI-906 (Linsitinib)	TH03	0.89443013	0.901476799	0.841777559	0.809375304	0.789907258	0.834787126	0.840495518	0.894653198	0.850338719	0.837998159	0.821594667	0.786046557	0.743242608	-0.048453579	-0.045045446	-0.074802656	-0.091850051	-0.102423896	-0.078424257	-0.075464598	-0.048345281	-0.070408045	-0.076756935	-0.085342388	-0.10455173	-0.128869401	-0.186998051	-0.239696205	-0.333305415	-0.388547894	-0.361696306	-0.307777711	-0.247619759	-0.237506654	-0.294329962	-0.324198648	-0.379788237	-0.466842263	-3.768307103	0.873054502	0.869226421	0.856099377	0.915109718	0.919811672	0.937648792	0.936970132	0.934224309	0.934113954	0.935973734	0.917818249	0.909002707	0.868923536	-0.058958644	-0.060867081	-0.067475819	-0.038526833	-0.036301084	-0.027959802	-0.028274253	-0.029548836	-0.02960014	-0.028736339	-0.037243311	-0.041434823	-0.061018439	-0.23965145	-0.256685801	-0.212005303	-0.149655833	-0.128521771	-0.112468109	-0.115646179	-0.118297953	-0.116672958	-0.1319593	-0.15735627	-0.204906525	-1.943827451
LY2603618	TH04	0.981928916	0.918737609	0.848175409	0.739766815	0.773480635	0.890482028	0.884617557	0.97475767	0.975453295	0.909366756	0.921819218	0.840974347	0.791528286	-0.007919951	-0.036808505	-0.071514323	-0.130905154	-0.111550555	-0.050374841	-0.053244445	-0.011103339	-0.01079352	-0.041260926	-0.035354242	-0.075217252	-0.101533561	-0.089456912	-0.216645657	-0.404838955	-0.484911419	-0.323850792	-0.207238573	-0.128695569	-0.043793718	-0.104108893	-0.153230337	-0.221142987	-0.353501625	-2.731415435	1.063524816	1.024224053	0.98447413	0.972560262	0.969641514	0.978655224	0.977758636	0.969988557	0.977138299	0.970373145	0.955490602	0.937749724	0.890236833	0.026747628	0.010394971	-0.006795692	-0.012083479	-0.013388799	-0.009370281	-0.009768339	-0.013233389	-0.010043964	-0.013061231	-0.01977358	-0.027913055	-0.050494441	0.074285197	0.007198558	-0.037758342	-0.050944557	-0.045518161	-0.038277242	-0.046003457	-0.046554707	-0.04621039	-0.065669623	-0.09537327	-0.156814992	-0.547640985
CC-223	TH05	1.159406004	0.997594609	0.815043131	0.852897341	0.901833746	0.94339126	1.01807135	1.069702818	1.016845296	0.989919156	0.990399426	0.968215245	0.94635345	0.064235545	-0.001045906	-0.088819408	-0.06910324	-0.044873518	-0.025308152	0.007778216	0.02926314	0.007254884	-0.004400272	-0.00418962	-0.014028083	-0.02394663	0.126379277	-0.17973063	-0.315845296	-0.227953515	-0.140363339	-0.035059871	0.074082712	0.073036048	0.005709225	-0.017179783	-0.036435407	-0.075949428	-0.749310007	1.126892527	1.169185415	1.140241273	1.057750673	1.014317686	1.000409636	0.98048061	0.956120677	0.936896644	0.918747137	0.896843645	0.864629816	0.803752219	0.051882499	0.067883389	0.056996757	0.02438331	0.006173998	0.000177866	-0.008560991	-0.01948729	-0.028308317	-0.036804001	-0.047283265	-0.063169792	-0.094877815	0.239531776	0.249760292	0.162760135	0.061114617	0.012703729	-0.016766249	-0.05609656	-0.095591213	-0.130224636	-0.168174532	-0.220906114	-0.316095215	-0.277983971
AZD7762	TH06	1.044256275	1.061304101	0.865864866	0.830449601	0.91094496	0.9012112	0.902105279	0.891355884	0.830811523	0.78215608	0.760856939	0.738872248	0.717501048	0.018807094	0.025839842	-0.062549882	-0.080686719	-0.040507863	-0.04517342	-0.044742776	-0.049948864	-0.080497489	-0.106706574	-0.118696994	-0.131430645	-0.14417746	0.089293872	-0.07342008	-0.286473203	-0.242389164	-0.171362565	-0.179832391	-0.18938328	-0.260892706	-0.374408126	-0.450807137	-0.500255279	-0.551216211	-3.191146269	1.014862997	0.977883272	0.944286274	0.960138986	0.985211048	0.991104879	0.986528755	0.978960675	0.987426919	0.992365475	0.982989601	0.989244874	0.947824454	0.006407418	-0.009712983	-0.024896323	-0.017665896	-0.006470727	-0.003880386	-0.005890252	-0.009234754	-0.005495037	-0.003328354	-0.007451077	-0.004696191	-0.023272091	-0.00661113	-0.069218612	-0.085124437	-0.048273245	-0.020702225	-0.019541275	-0.03025001	-0.029459582	-0.017646782	-0.02155886	-0.024294536	-0.055936564	-0.428617258
ML281	TH07	1.313894386	1.19857577	1.058495136	0.987496832	0.945160381	0.99096949	1.067715479	1.070560644	0.98986808	0.951135401	0.962323921	0.965926801	0.933225867	0.118560457	0.078665494	0.024688867	-0.005464289	-0.024494491	-0.003939716	0.028455539	0.029611274	-0.00442268	-0.021757654	-0.016678719	-0.015055784	-0.030013232	0.394451902	0.206708721	0.038449155	-0.059917561	-0.056868415	0.049031645	0.116133625	0.050377187	-0.052360668	-0.076872745	-0.063469004	-0.090138031	0.455525812	0.902501297	0.89565098	0.908711683	0.969470655	0.98244025	0.992418435	0.985145411	0.97159994	0.967972298	0.966647254	0.975914649	0.956942454	0.909771469	-0.044552165	-0.047861195	-0.041573888	-0.013465332	-0.007693853	-0.003305177	-0.006499661	-0.012512521	-0.014137071	-0.014731978	-0.010588163	-0.019114178	-0.041067687	-0.18482672	-0.178870166	-0.110078441	-0.04231837	-0.02199806	-0.019609677	-0.038024364	-0.053299184	-0.0577381	-0.050640283	-0.059404682	-0.12036373	-0.937171775
H 89 dihydrochloride	TH08	0.96853763	0.903012241	0.77436496	0.773417429	0.779160186	0.823024761	0.879223786	0.934847463	0.913522201	0.875591039	0.863718379	0.868511694	0.813042342	-0.013883501	-0.044306362	-0.111054307	-0.111586045	-0.108373247	-0.084587099	-0.055900571	-0.029259246	-0.039280894	-0.057698692	-0.063627839	-0.06122433	-0.089886836	-0.116379727	-0.310721339	-0.445280705	-0.439918585	-0.385920692	-0.28097534	-0.170319635	-0.13708028	-0.193959171	-0.242653061	-0.249704337	-0.302222332	-3.275135205	1.094858215	1.071063173	1.030918997	1.025222564	1.018074855	1.035050493	1.030698738	1.014442435	1.01770662	1.021193145	1.001033901	0.979227056	0.930882796	0.039357881	0.029815087	0.013224543	0.010818156	0.007779711	0.014961537	0.013131744	0.006227408	0.0076226	0.009107891	0.000448786	-0.009116595	-0.031104996	0.138345937	0.086079259	0.048085397	0.037195734	0.045482495	0.056186562	0.038718304	0.027700015	0.033460981	0.019113353	-0.01733562	-0.080443183	0.432589233
Enzastaurin	TH09	1.172061906	1.196301616	0.826218873	0.875176746	0.965091111	0.964541967	1.000410398	1.090958508	0.985644319	0.963868698	0.947145097	0.912803438	0.866246741	0.068950551	0.077840689	-0.082904889	-0.05790423	-0.015431684	-0.015678872	0.000178197	0.037808234	-0.006279777	-0.015982123	-0.023583485	-0.039622733	-0.062358386	0.293582481	-0.010128399	-0.281618238	-0.14667183	-0.062221112	-0.031001349	0.075972861	0.063056913	-0.044523801	-0.079131216	-0.126412435	-0.203962238	-0.553058362	0.980616976	0.943520053	0.899392491	0.884643616	0.880078437	0.880089918	0.876334001	0.865698395	0.865845197	0.872376087	0.859121526	0.845285413	0.803630912	-0.008500593	-0.025248865	-0.046050743	-0.053231652	-0.05547862	-0.055472954	-0.057330338	-0.062633388	-0.062559748	-0.059296248	-0.065945399	-0.072996626	-0.094943366	-0.067498916	-0.142599216	-0.19856479	-0.217420544	-0.221903147	-0.225606584	-0.239927451	-0.250386271	-0.243711991	-0.250483293	-0.27788405	-0.335879984	-2.671866235
AZD0156	TH10	0.785989522	0.856974938	0.858605689	0.820770098	0.814493507	0.85875789	0.991321653	1.086689492	1.078134715	0.999745825	0.987216534	1.031335002	0.879109459	-0.104583243	-0.067031879	-0.066206238	-0.085778474	-0.089112373	-0.06612926	-0.003785408	0.036105468	0.03267303	-0.000110401	-0.00558758	0.013399757	-0.055957047	-0.343230244	-0.266476234	-0.303969425	-0.349781695	-0.310483266	-0.139829335	0.06464012	0.137556995	0.065125259	-0.011395961	0.015624355	-0.085114579	-1.52733401	1.229640295	1.029323869	0.980638442	0.970931042	0.970259438	0.996841777	0.991926564	0.98505837	0.985859223	0.991046045	0.977605342	0.957872002	0.993982139	0.089778086	0.012552044	-0.008491086	-0.012811614	-0.013112124	-0.001373769	-0.003520479	-0.006538034	-0.006185096	-0.003906167	-0.009836434	-0.018692521	-0.002621419	0.20466026	0.008121916	-0.042605399	-0.051847476	-0.028971787	-0.009788497	-0.020117027	-0.025446261	-0.020182527	-0.027485202	-0.057057909	-0.04262788	-0.11334779
SU6656	TH11	1.173449821	1.174840826	0.902264818	0.977739299	1.093438026	1.321714583	1.346512974	1.482907718	1.271545137	1.154064158	1.046957713	1.041021423	1.000677568	0.069464523	0.06997903	-0.044665977	-0.009776929	0.038794173	0.121137682	0.129210542	0.171114126	0.104331781	0.062229953	0.019929141	0.017459667	0.000294164	0.278887106	0.050626106	-0.108885811	0.058034489	0.31986371	0.500696448	0.600649336	0.550891814	0.333123469	0.164318188	0.074777615	0.035507663	2.858490133	0.970573735	0.820859591	0.791566523	0.792238636	0.793504838	0.821286439	0.82333015	0.825269198	0.843050416	0.862217332	0.861369874	0.880892405	0.843476223	-0.012971465	-0.085731123	-0.101512581	-0.101143982	-0.100450421	-0.085505348	-0.084425981	-0.083404364	-0.074146453	-0.064383251	-0.064810322	-0.055077134	-0.073927155	-0.197405177	-0.374487409	-0.405313126	-0.403188805	-0.371911538	-0.339862658	-0.335660689	-0.315101634	-0.277059409	-0.258387146	-0.239774912	-0.25800858	-3.776161082
PIM1/2 Kinase Inhibitor VI	TH12	1.032489143	1.035287491	0.916236542	0.845313069	0.769250151	0.744826548	0.730832306	0.814448836	0.813545632	0.802384446	0.83196005	0.869396111	0.864084122	0.013885494	0.015060967	-0.037992391	-0.072982417	-0.11393241	-0.127944852	-0.136182263	-0.089136193	-0.089618082	-0.095617499	-0.079897528	-0.060782307	-0.063443975	0.05789292	-0.04586285	-0.221949616	-0.373829653	-0.483754524	-0.528254231	-0.450636912	-0.357508551	-0.370471162	-0.351030052	-0.281359669	-0.248452564	-3.655216863	1.01544006	0.85176168	0.810573203	0.796831897	0.799817866	0.814424136	0.825618605	0.8393717	0.837058141	0.848181864	0.861322461	0.842404388	0.809657874	0.006654293	-0.069681902	-0.091207758	-0.09863329	-0.097008899	-0.089149364	-0.083220529	-0.076045677	-0.077244375	-0.071511018	-0.064834227	-0.07447938	-0.091698456	-0.126055219	-0.32177932	-0.379682095	-0.391284377	-0.372316526	-0.344739786	-0.318532413	-0.306580106	-0.297510787	-0.272690491	-0.278627214	-0.332355672	-3.742154006
